bird,2537,2068,2572,2095
bird,2273,2475,2302,2507
bird,2665,1884,2690,1920
bird,1594,1577,1618,1614
bird,2163,2046,2193,2075
bird,1849,1693,1880,1721
bird,289,2234,330,2255
bird,2264,1948,2296,1975
bird,2372,2293,2408,2316
bird,2117,2384,2151,2407
bird,2512,2210,2539,2239
bird,2601,2278,2624,2312
bird,2503,2316,2540,2337
bird,1586,2039,1617,2064
bird,2566,2367,2597,2392
bird,2175,2080,2215,2099
bird,2384,2030,2407,2063
bird,2442,2144,2463,2180
bird,1343,2079,1377,2101
bird,2188,2239,2223,2260
bird,2581,1784,2602,1819
bird,1537,2347,1565,2373
bird,1649,1688,1673,1718
bird,2364,1744,2381,1786
bird,1505,2240,1536,2263
bird,2235,2195,2266,2218
bird,2018,2109,2057,2127
bird,1284,2258,1302,2297
bird,1564,1588,1601,1607
bird,2404,1920,2436,1942
bird,1477,2016,1502,2044
bird,454,2312,479,2340
bird,2251,2042,2275,2071
bird,2619,2055,2652,2076
bird,2229,1754,2249,1788
bird,2512,1835,2531,1870
bird,1569,2220,1589,2253
bird,530,1993,571,2009
bird,1749,1641,1784,1659
bird,2189,2505,2224,2523
bird,2586,2145,2619,2164
bird,970,2611,1004,2629
bird,1377,2198,1411,2216
bird,1033,2386,1057,2411
bird,1481,2275,1507,2298
bird,1499,2124,1534,2141
bird,2473,2020,2491,2053
bird,2401,2253,2419,2286
bird,2707,2143,2740,2161
bird,2140,2293,2173,2311
bird,1370,2011,1388,2043
bird,535,2216,557,2242
bird,1454,1647,1491,1662
bird,2006,2281,2037,2299
bird,420,2224,454,2240
bird,1103,2430,1126,2453
bird,974,2645,1005,2661
bird,2426,2366,2441,2398
bird,1093,2519,1114,2541
bird,1032,2496,1052,2516
bird,971,2454,1003,2466
