bird,3568,2037,3585,2074
bird,3509,2023,3531,2050
bird,3099,3316,3116,3344
bird,2359,1639,2376,1658
bird,2392,1653,2405,1674
bird,2094,1203,2111,1219
bird,2987,1824,3003,1840
bird,1702,1504,1717,1521
bird,2056,1053,2077,1065
bird,2921,1766,2935,1784
bird,2321,1412,2335,1430
bird,1922,1252,1936,1270
bird,1814,1297,1832,1311
bird,2945,1710,2964,1723
bird,2892,1747,2911,1760
bird,2956,1776,2978,1787
bird,2113,1130,2125,1150
bird,2912,1826,2927,1842
bird,2980,1731,2994,1748
bird,2403,1622,2416,1640
bird,2048,1118,2067,1130
bird,2084,1163,2103,1174
bird,2144,1176,2167,1185
bird,2187,1188,2200,1204
bird,1885,1306,1905,1316
bird,1747,1115,1765,1126
bird,2062,1183,2080,1194
bird,2023,1148,2037,1162
bird,1897,933,1910,948
bird,2865,1787,2880,1800
bird,1997,1344,2018,1353
bird,2637,1883,2648,1900
bird,2352,1397,2361,1417
bird,1775,1509,1789,1522
bird,2998,1690,3011,1704
bird,2936,1822,2946,1840
bird,2983,1765,2998,1777
bird,2874,1717,2886,1732
bird,2181,1136,2193,1151
bird,1937,1099,1952,1111
bird,1919,914,1930,930
bird,3394,1733,3406,1747
bird,3348,1697,3362,1709
bird,1927,860,1939,874
bird,2602,1970,2613,1985
bird,2081,1080,2090,1098
bird,1897,888,1907,904
bird,3316,1658,3326,1674
bird,2125,1042,2142,1051
bird,1877,885,1886,902
bird,3173,1880,3184,1894
bird,2696,1918,2715,1926
bird,3164,1880,3174,1895
bird,3328,1670,3343,1680
bird,2138,1110,2146,1128
bird,1815,1489,1831,1498
bird,2640,1937,2652,1949
bird,2141,1226,2149,1243
bird,3430,1635,3441,1647
bird,2583,1919,2591,1935
bird,3346,1599,3355,1613
bird,1879,1101,1890,1112
bird,1794,1129,1809,1137
bird,3254,1890,3262,1905
bird,1888,1059,1897,1072
bird,1887,1111,1897,1122
bird,1828,1032,1837,1044
bird,1880,1169,1887,1184
bird,1946,1069,1955,1080
bird,3197,1910,3208,1916
bird,3201,1898,3206,1909
