bird,3512,2019,3536,2047
bird,3569,2033,3587,2069
bird,1809,1296,1828,1311
bird,3431,1627,3444,1648
bird,2988,1813,3003,1831
bird,2968,1778,2986,1793
bird,2058,1181,2077,1195
bird,2080,1159,2099,1173
bird,2898,1746,2912,1765
bird,2119,1037,2139,1050
bird,2984,1768,3001,1783
bird,2110,1128,2122,1149
bird,2400,1626,2419,1639
bird,2017,1146,2033,1161
bird,2345,1399,2361,1414
bird,2319,1412,2334,1428
bird,2924,1769,2945,1780
bird,1880,1305,1901,1316
bird,1918,1250,1930,1269
bird,2044,1117,2063,1129
bird,2092,1202,2107,1217
bird,2637,1885,2652,1900
bird,2950,1707,2966,1721
bird,2184,1186,2197,1203
bird,1810,1488,1829,1499
bird,2392,1658,2407,1672
bird,1698,1505,1712,1520
bird,2599,1969,2613,1984
bird,2358,1640,2373,1654
bird,2869,1789,2885,1802
bird,2176,1133,2189,1149
bird,2987,1739,3007,1749
bird,1871,882,1882,900
bird,2132,1108,2143,1126
bird,2054,1053,2072,1064
bird,1891,929,1903,945
bird,1921,857,1934,871
bird,2920,1827,2929,1847
bird,2700,1910,2710,1928
bird,1892,885,1902,903
bird,2136,1225,2146,1243
bird,1773,1508,1785,1523
bird,3395,1727,3406,1743
bird,2140,1175,2161,1183
bird,3349,1693,3363,1705
bird,1914,912,1925,927
bird,2077,1078,2086,1096
bird,1997,1342,2013,1352
bird,3317,1654,3327,1670
bird,2942,1832,2959,1841
bird,2874,1726,2893,1734
bird,3328,1667,3344,1676
bird,3002,1703,3022,1710
bird,1933,1098,1946,1109
bird,2645,1944,2662,1952
bird,2582,1918,2591,1933
bird,3166,1877,3175,1892
bird,3174,1880,3187,1890
bird,1872,1167,1881,1181
bird,3201,1894,3210,1908
bird,3258,1892,3269,1903
bird,1884,1057,1892,1071
bird,3348,1596,3356,1610
bird,1822,1031,1832,1042
bird,1942,1068,1951,1079
bird,1789,1128,1803,1135
bird,1748,1114,1759,1123
bird,1883,1109,1892,1119
bird,1875,1100,1886,1108
bird,3199,1908,3212,1914
