bird,2652,2343,2686,2375
bird,3266,1489,3302,1519
bird,3142,2092,3176,2122
bird,2945,2407,2973,2443
bird,3087,2414,3112,2453
bird,3478,1240,3513,1265
bird,2710,2282,2731,2321
bird,3537,1430,3565,1459
bird,2873,2248,2895,2282
bird,2752,2370,2793,2388
bird,2675,2128,2694,2166
bird,2108,1852,2144,1872
bird,2618,2151,2643,2179
bird,3722,1390,3756,1410
bird,2670,2196,2691,2228
bird,3814,1040,3841,1064
bird,3225,2050,3258,2069
bird,2675,2434,2694,2467
bird,2143,1854,2172,1875
bird,2772,2451,2799,2473
bird,2115,1817,2146,1836
bird,2761,2011,2792,2028
bird,3934,567,3953,583
bird,3637,2315,3658,2328
bird,3425,2438,3438,2458
bird,3413,2447,3431,2460
bird,2961,2725,2974,2743
bird,2920,2736,2939,2748
bird,2943,2735,2955,2754
bird,2184,1219,2203,1231
bird,3450,2425,3470,2436
bird,3855,1221,3865,1242
bird,2931,2721,2952,2731
bird,3360,870,3379,881
bird,2940,2752,2957,2764
bird,3561,2295,3578,2307
bird,2961,2747,2983,2756
bird,3401,2296,3417,2308
bird,3486,2283,3505,2293
bird,3444,2471,3454,2490
bird,3431,2466,3444,2480
bird,3438,2457,3458,2466
bird,2971,2755,2991,2764
bird,2935,2781,2945,2799
bird,2969,2768,2987,2778
bird,3457,2439,3472,2451
bird,2948,2763,2959,2779
bird,3464,2452,3473,2471
bird,2914,2765,2933,2774
bird,2935,2761,2953,2770
bird,2957,2766,2966,2781
bird,2801,1332,2812,1343
bird,2810,1354,2821,1363
bird,2781,1336,2796,1342
bird,2822,1334,2829,1347
bird,2796,1354,2806,1363
bird,2825,1340,2833,1351
bird,2793,1326,2799,1340
bird,2812,1325,2819,1337
bird,2832,1347,2839,1359
bird,2784,1323,2791,1334
bird,2787,1340,2794,1351
bird,2805,1315,2810,1327
bird,2814,1339,2820,1349
