bird,5359,2955,5392,2994
bird,3784,2922,3821,2955
bird,5118,2725,5152,2759
bird,5054,2736,5089,2769
bird,4033,2947,4075,2973
bird,5478,2889,5511,2922
bird,5709,3412,5744,3443
bird,5371,3612,5406,3643
bird,3677,3784,3707,3820
bird,3900,3564,3932,3597
bird,3879,3290,3913,3321
bird,3986,3671,4018,3703
bird,4267,3528,4298,3561
bird,5207,2678,5239,2709
bird,5296,3207,5330,3235
bird,3788,3196,3826,3221
bird,4902,3691,4933,3721
bird,5327,3084,5360,3112
bird,5041,2602,5076,2628
bird,3406,3509,3436,3539
bird,4900,2606,4929,2636
bird,3441,3784,3470,3813
bird,3960,2969,3986,3001
bird,4320,3629,4345,3662
bird,4053,3722,4077,3756
bird,3602,2982,3630,3011
bird,5231,2772,5259,2801
bird,5186,3076,5216,3103
bird,4748,3609,4773,3641
bird,4571,2849,4597,2879
bird,3624,3199,3649,3230
bird,3288,3469,3311,3502
bird,3742,2878,3770,2905
bird,3881,3029,3910,3055
bird,3655,2908,3681,2937
bird,5694,3539,5724,3564
bird,3866,3217,3898,3240
bird,4775,3139,4802,3166
bird,4401,3596,4427,3624
bird,5731,2900,5757,2928
bird,4954,2611,4982,2637
bird,3804,3778,3834,3802
bird,5739,3234,5759,3269
bird,4123,3451,4149,3478
bird,3456,3615,3477,3648
bird,4089,2961,4119,2984
bird,4543,3649,4573,3672
bird,3193,3567,3218,3594
bird,3276,3709,3303,3734
bird,5142,3394,5166,3422
bird,3275,3262,3297,3292
bird,5416,2809,5440,2836
bird,4996,3206,5018,3235
bird,5002,2873,5023,2903
bird,5362,3115,5386,3141
bird,4639,2896,4663,2922
bird,3398,3211,3425,3234
bird,5504,3505,5526,3533
bird,5368,2851,5390,2879
bird,4908,3042,4929,3071
bird,5010,3090,5034,3115
bird,4198,3504,4222,3529
bird,3429,3674,3453,3699
bird,5645,3274,5669,3299
bird,4098,3752,4122,3777
bird,4629,3029,4652,3055
bird,5169,3201,5196,3223
bird,4169,3446,4191,3473
bird,5132,2580,5156,2604
bird,3466,3180,3488,3206
bird,4692,2854,4713,2881
bird,5522,2990,5545,3014
bird,4865,2819,4888,2843
bird,3797,2884,3820,2908
bird,5295,3307,5317,3331
bird,3224,3188,3249,3209
bird,5217,3553,5244,3572
bird,5061,3598,5089,3616
bird,4606,2816,4630,2837
bird,3235,3459,3260,3479
bird,3617,2867,3634,2896
bird,5398,3370,5424,3389
bird,5532,3564,5554,3586
bird,5584,3298,5607,3319
bird,4468,3592,4488,3616
bird,3650,3800,3674,3820
bird,3553,3714,3579,3731
bird,5505,3710,5528,3729
bird,4923,3598,4938,3627
bird,4295,3712,4322,3728
bird,5171,2561,5190,2583
bird,5195,3450,5213,3473
bird,3715,3295,3730,3322
bird,4735,3704,4757,3722
bird,4768,3714,4792,3729
bird,5270,3516,5290,3534
bird,3737,2855,3755,2873
bird,3403,3451,3418,3470
bird,5159,3765,5176,3779
bird,5083,3740,5098,3755
bird,4181,2957,4191,2979
