bird,3758,1644,3792,1669
bird,3812,619,3838,648
bird,4357,3724,4381,3755
bird,3897,1834,3925,1860
bird,5049,20,5078,45
bird,5024,2537,5056,2559
bird,4089,1068,4111,1100
bird,3724,445,3743,481
bird,4567,1548,4591,1576
bird,3983,417,4006,446
bird,4333,1852,4362,1875
bird,3648,152,3677,175
bird,3802,356,3822,389
bird,4171,643,4207,661
bird,4145,586,4171,611
bird,4746,3134,4771,3160
bird,4294,1820,4322,1843
bird,4827,2376,4859,2396
bird,4660,2969,4692,2989
bird,3902,2029,3924,2058
bird,4011,2079,4034,2106
bird,3931,1484,3962,1504
bird,5016,3398,5047,3418
bird,4801,1179,4823,1207
bird,4533,1563,4555,1591
bird,3835,1545,3864,1566
bird,3531,1962,3563,1981
bird,5237,203,5269,222
bird,4907,2772,4937,2792
bird,4752,1509,4782,1529
bird,5492,2078,5522,2098
bird,5410,2622,5426,2659
bird,3810,2224,3843,2242
bird,3622,214,3644,241
bird,3854,1394,3881,1416
bird,5253,3382,5280,3404
bird,4357,487,4388,506
bird,3939,2794,3967,2815
bird,4714,2294,4735,2322
bird,4796,1557,4825,1577
bird,5411,2456,5431,2485
bird,4173,1762,4202,1782
bird,1488,3301,1522,3318
bird,3672,1450,3692,1479
bird,4075,3818,4107,3836
bird,5252,3210,5275,3235
bird,5451,2312,5470,2342
bird,4276,3111,4306,3130
bird,5273,320,5300,341
bird,4352,3001,4379,3022
bird,3860,741,3888,761
bird,5302,3356,5322,3384
bird,4730,1288,4758,1308
bird,3751,188,3780,207
bird,5327,3200,5351,3223
bird,5390,3035,5412,3060
bird,4403,186,4428,208
bird,4818,192,4840,217
bird,4015,3345,4049,3361
bird,5031,414,5052,440
bird,3797,1484,3823,1505
bird,4225,3222,4251,3243
bird,4678,3518,4704,3539
bird,5348,2142,5378,2160
bird,3624,1801,3654,1819
bird,5197,2478,5224,2498
bird,3986,2818,4013,2838
bird,5529,269,5556,289
bird,3946,1677,3974,1696
bird,4395,638,4426,655
bird,4493,1400,4524,1417
bird,4723,1411,4745,1435
bird,5385,268,5411,288
bird,3695,1578,3721,1598
bird,3641,2325,3661,2351
bird,5011,454,5031,480
bird,4684,209,4710,229
bird,853,3457,868,3491
bird,4273,926,4303,943
bird,4151,37,4174,59
bird,4215,2900,4243,2918
bird,5322,267,5350,285
bird,3511,54,3539,72
bird,3748,1560,3773,1580
bird,4799,788,4825,807
bird,4259,2348,4276,2377
bird,5222,2351,5249,2369
bird,3707,245,3730,266
bird,5422,3068,5443,3091
bird,4430,918,4460,934
bird,4244,811,4264,835
bird,3823,2103,3847,2123
bird,3739,486,3763,506
bird,4260,1728,4288,1745
bird,3714,2015,3731,2043
bird,3482,2005,3510,2022
bird,4764,51,4789,70
bird,4699,1704,4724,1723
bird,5338,2701,5356,2727
bird,5547,311,5576,327
bird,4714,3199,4736,3220
bird,3664,2083,3691,2100
bird,4354,620,4371,647
bird,4604,2925,4631,2942
bird,5345,289,5369,308
bird,5348,3319,5367,3343
bird,4205,3767,4229,3786
bird,4687,3748,4715,3764
bird,4509,2880,4537,2896
bird,4219,2327,4245,2344
bird,4800,2917,4817,2943
bird,4292,2800,4311,2823
bird,4230,2044,4245,2073
bird,4471,3518,4494,3537
bird,4815,3696,4842,3712
bird,4729,3536,4756,3552
bird,4142,2532,4169,2548
bird,3904,1922,3931,1938
bird,4492,241,4510,265
bird,4337,2418,4365,2433
bird,4512,225,4534,244
bird,3908,1754,3930,1773
bird,4576,3473,4602,3489
bird,4517,3111,4543,3127
bird,4324,2305,4350,2321
bird,3966,1950,3989,1968
bird,4495,3423,4510,3450
bird,4833,992,4858,1008
bird,5395,3274,5420,3290
bird,4514,3764,4539,3780
bird,4740,3638,4761,3657
bird,5403,133,5429,148
bird,898,3502,923,3517
bird,3857,471,3879,488
bird,4440,2918,4463,2934
bird,4753,3769,4777,3784
bird,4171,2950,4191,2968
bird,3656,1865,3683,1878
bird,4935,2802,4960,2816
bird,3916,401,3932,421
bird,3941,480,3954,502
bird,1075,3532,1097,3542
