bird,108,127,125,152
bird,40,195,56,219
bird,193,28,213,47
bird,204,52,219,77
bird,11,8,33,25
bird,207,132,228,148
bird,69,258,91,273
bird,77,202,96,219
bird,98,0,121,14
bird,302,81,314,107
bird,277,82,301,95
bird,158,32,174,51
bird,350,138,366,157
bird,7,89,27,104
bird,72,183,89,200
bird,335,80,352,97
bird,226,18,239,40
bird,131,82,144,104
bird,138,199,160,212
bird,185,247,204,262
bird,126,132,140,152
bird,370,40,384,60
bird,140,180,165,191
bird,145,259,158,280
bird,259,80,276,96
bird,104,248,119,266
bird,361,118,380,132
bird,172,191,186,210
bird,387,10,399,32
bird,231,121,253,133
bird,96,23,122,33
bird,285,157,305,170
bird,231,202,251,215
bird,258,132,279,144
bird,498,68,509,90
bird,27,274,43,289
bird,218,268,233,284
bird,318,151,335,165
bird,157,91,175,104
bird,178,61,197,73
bird,404,74,423,86
bird,95,321,107,340
bird,344,99,360,113
bird,373,63,387,79
bird,159,220,176,233
bird,12,219,32,230
bird,11,26,28,39
bird,189,86,200,106
bird,272,100,285,117
bird,312,25,325,42
bird,113,187,130,200
bird,433,19,451,31
bird,301,189,319,201
bird,252,221,263,240
bird,455,48,471,61
bird,51,333,67,346
bird,30,321,46,334
bird,197,162,209,179
bird,231,55,241,75
bird,419,53,429,73
bird,475,10,486,28
bird,1,344,19,355
bird,27,106,41,120
bird,388,32,402,46
bird,434,44,448,58
bird,447,99,462,112
bird,272,23,285,38
bird,320,0,336,12
bird,59,196,76,207
bird,31,359,42,376
bird,266,155,283,166
bird,354,4,371,15
bird,69,11,82,25
bird,80,342,89,362
bird,489,37,498,57
bird,28,41,41,55
bird,80,281,98,291
bird,87,97,97,115
bird,177,273,193,284
bird,93,165,109,176
bird,342,37,353,53
bird,282,136,299,146
bird,243,84,253,101
bird,404,105,414,122
bird,163,287,175,301
bird,225,231,239,243
bird,0,72,12,86
bird,369,88,384,99
bird,122,300,133,315
bird,348,26,363,37
bird,28,304,43,315
bird,337,68,355,77
bird,90,302,102,315
bird,137,213,154,222
bird,232,147,246,158
bird,155,235,169,246
bird,16,112,26,127
bird,228,157,237,173
bird,66,339,79,350
bird,284,2,298,12
bird,194,15,205,27
bird,499,36,510,48
bird,502,20,513,32
bird,332,114,345,124
bird,204,0,220,8
bird,367,155,378,166
bird,7,41,19,51
bird,452,2,463,12
bird,348,13,360,22
bird,326,20,334,33
bird,419,1,433,8
bird,62,12,69,25
