bird,232,112,261,126
bird,375,243,390,270
bird,120,59,139,80
bird,379,76,400,95
bird,136,399,159,416
bird,329,102,352,119
bird,407,268,433,283
bird,308,12,334,27
bird,72,395,92,414
bird,410,89,429,109
bird,401,35,426,50
bird,408,287,424,310
bird,243,439,269,453
bird,302,71,321,90
bird,1,112,16,136
bird,272,198,288,220
bird,372,278,394,294
bird,256,333,275,351
bird,244,157,262,176
bird,206,130,225,148
bird,87,454,106,472
bird,155,78,175,95
bird,133,81,153,98
bird,199,102,219,119
bird,86,342,110,356
bird,53,31,74,47
bird,197,78,213,99
bird,441,269,463,284
bird,109,283,123,306
bird,241,78,260,95
bird,151,136,168,155
bird,210,444,224,467
bird,130,116,149,133
bird,268,117,288,133
bird,207,65,223,85
bird,393,215,413,231
bird,15,175,36,190
bird,131,443,155,456
bird,263,293,287,306
bird,308,97,322,119
bird,338,356,355,374
bird,19,26,37,43
bird,481,349,500,365
bird,7,229,26,245
bird,2,450,21,466
bird,38,95,57,111
bird,48,110,64,129
bird,277,26,296,42
bird,137,418,156,434
bird,44,177,63,193
bird,332,252,345,275
bird,247,461,267,476
bird,157,45,172,65
bird,310,402,324,423
bird,111,400,125,421
bird,249,189,266,206
bird,274,47,287,69
bird,118,270,140,283
bird,62,48,84,61
bird,462,170,484,183
bird,367,182,380,204
bird,123,309,142,324
bird,291,287,305,307
bird,225,51,239,71
bird,258,246,278,260
bird,142,105,156,125
bird,185,53,196,78
bird,129,485,152,497
bird,460,305,476,322
bird,189,154,206,170
bird,94,207,110,224
bird,185,224,202,240
bird,495,105,510,123
bird,164,442,179,460
bird,149,336,168,350
bird,382,121,401,135
bird,256,9,275,23
bird,336,134,355,148
bird,106,80,130,91
bird,95,253,109,272
bird,93,366,112,380
bird,344,60,357,80
bird,3,86,16,106
bird,397,303,410,323
bird,390,180,405,197
bird,311,177,334,188
bird,133,360,158,370
bird,82,83,103,95
bird,482,100,494,121
bird,119,14,132,33
bird,424,447,443,460
bird,293,317,315,328
bird,186,1,210,11
bird,383,498,399,513
bird,441,53,457,68
bird,333,294,350,308
bird,424,100,438,117
bird,127,326,140,344
bird,72,499,90,512
bird,380,97,398,110
bird,430,385,441,406
bird,53,90,74,101
bird,164,488,176,507
bird,94,308,106,327
bird,378,435,397,447
bird,427,232,439,251
bird,363,150,377,166
bird,425,283,439,299
bird,26,208,40,224
bird,483,234,499,248
bird,225,39,247,49
bird,274,399,284,421
bird,480,380,493,397
bird,7,141,20,158
bird,216,5,227,25
bird,444,222,457,239
bird,311,295,324,312
bird,344,322,361,335
bird,195,431,213,443
bird,386,469,398,487
bird,293,481,308,495
bird,109,224,128,235
bird,438,22,452,37
bird,177,475,193,488
bird,320,471,333,487
bird,407,193,420,209
bird,129,206,141,223
bird,28,141,38,161
bird,443,247,463,257
bird,358,468,369,486
bird,464,409,475,427
bird,388,391,399,409
bird,470,238,484,252
bird,157,10,171,24
bird,199,401,212,416
bird,164,467,179,480
bird,251,416,264,431
bird,224,403,240,415
bird,229,302,248,312
bird,1,26,11,45
bird,73,367,84,384
bird,228,99,245,110
bird,30,127,47,138
bird,109,455,120,472
bird,292,237,315,245
bird,313,382,326,396
bird,219,428,234,440
bird,180,380,195,392
bird,452,378,467,390
bird,407,147,419,162
bird,37,473,48,489
bird,288,454,304,465
bird,343,170,359,181
bird,352,432,363,448
bird,470,223,486,234
bird,265,271,284,280
bird,402,375,419,385
bird,11,76,28,86
bird,501,71,511,88
bird,206,338,220,350
bird,444,403,456,417
bird,137,502,151,514
bird,460,324,471,339
bird,302,248,313,263
bird,432,482,441,500
bird,123,247,139,257
bird,279,140,291,153
bird,499,421,511,434
bird,290,18,303,30
bird,376,332,388,345
bird,306,341,320,352
bird,486,252,505,260
bird,422,207,436,218
bird,361,16,375,27
bird,355,502,371,511
bird,46,284,55,300
bird,228,393,244,402
bird,17,252,28,265
bird,201,391,214,402
bird,108,97,122,107
bird,321,503,333,514
bird,499,240,510,252
bird,345,9,361,17
bird,505,328,512,346
bird,486,286,500,295
bird,504,350,511,366
bird,106,242,120,250
bird,391,111,402,121
bird,102,108,114,117
bird,276,503,288,512
bird,262,1,275,9
bird,167,24,180,32
bird,247,5,256,16
bird,351,0,363,7
